order_id,id_cliente,product_id,fecha_pedido,cantidad,precio_unitario,descuento,importe_total,metodo_pago,envio_gratis,calificacion,devuelto,canal,año_ventas,categoria_producto,nombre_producto,marca,costo_unitario,precio_lista,peso_kg,proveedor,stock_disponible,fecha_lanzamiento,rating_promedio_producto,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes,precio_unitario_wz,importe_total_wz,mes_ventas
935,20247381-2fac-4b35-ab62-7c5099c3439e,P0024,2022-01-16,1,37.27,0.0,37.27,tarjeta de credito,si,4.0,no,app movil,2022,hogar,Cafetera Zentra Max,zentra,13.33,25.2,0.76,distribuidora iberia,20,2021-10-26,4.1,47.0,casado,grado universitario,27030,si,no,2021-06-05,barcelona,este,36.798,-4.364,corporativo,16,37.27,37.27,1
936,ced8949a-1522-4d98-8fd0-d55f95606fd5,P0087,2022-06-01,3,85.04,0.05,242.38,tarjeta de credito,no,5.0,no,tienda fisica,2022,libros,Manual Zentra Max,zentra,18.46,28.12,5.61,distribuidora iberia,365,2021-05-10,4.78,36.0,casado,bachillerato,58698,no,no,2022-02-17,zaragoza,centro,39.146,2.9,nuevo,14,85.04,242.38,6
937,ca1eabdf-eb61-4a22-8c65-16d709eb3937,P0066,2022-11-12,4,28.14,0.05,106.93,tarjeta de credito,no,2.0,no,web,2022,deporte,Esterilla Vantia Max,vantia,10.97,22.49,10.34,comercial atlas,153,2019-02-24,4.95,55.0,casado,master,30876,no,si,2022-05-27,granada,sur,39.453,-5.325,vip,15,28.14,106.93,11
938,d0fc3e2d-c5f9-4774-9a7e-57e89a704b87,P0024,2022-12-19,1,69.95,0.2,55.96,tarjeta de debito,no,4.0,si,web,2022,hogar,Cafetera Zentra Max,zentra,13.33,25.2,0.76,distribuidora iberia,20,2021-10-26,4.1,52.0,soltero,bachillerato,45567,no,si,2019-09-21,valencia,este,37.387,-4.384,nuevo,10,69.95,55.96,12
939,691b566f-4080-4fff-b78d-cab3ff8e2833,P0037,2022-05-17,1,76.26,0.0,76.26,tarjeta de credito,no,5.0,no,app movil,2022,ropa,Camiseta Prisma Basic,prisma,7.07,14.94,3.27,distribuidora iberia,353,2019-11-13,3.19,46.0,soltero,grado universitario,67241,si,no,2021-10-21,madrid,centro,38.776,-3.973,vip,1,76.26,76.26,5
940,96720a3b-14fc-49f1-a008-d028e9e31663,P0088,2022-08-19,1,20.83,0.0,20.83,tarjeta de debito,no,4.0,no,app movil,2022,libros,Poesia Lumen Basic,lumen,14.28,22.58,11.79,norte logistica,214,2019-12-04,2.82,38.0,casado,grado universitario,35756,si,no,2019-07-26,madrid,centro,37.065,-0.891,recurrente,9,20.83,20.83,8
941,67d641c5-edde-4721-a6e1-ca3767bf4c66,P0034,2022-05-03,3,53.66,0.05,152.94,contrareembolso,no,4.0,no,web,2022,hogar,Estanteria Nova Basic,nova,13.94,26.26,5.83,comercial atlas,197,2023-09-24,3.68,40.0,desconocido,bachillerato,38506,no,no,2019-10-10,vigo,norte,36.166,1.759,nuevo,11,53.66,152.94,5
942,8ffa999b-f3b3-452f-8855-7c92d0b986c1,P0077,2022-10-08,1,23.12,0.0,23.12,tarjeta de credito,no,4.0,no,tienda fisica,2022,libros,Comic Norte&Co Pro,norte&co,24.43,52.19,11.13,norte logistica,106,2021-07-04,3.25,31.0,casado,grado universitario,77805,no,no,2022-04-17,malaga,sur,40.339,1.833,vip,7,23.12,23.12,10
943,e3cc59c7-55af-4c81-ae02-794151f621db,P0048,2022-08-07,2,50.53,0.1,90.95,tarjeta de debito,no,5.0,no,app movil,2022,ropa,Zapatillas Prisma Max,prisma,19.15,37.77,11.98,global supply sl,98,2023-09-15,4.43,18.0,soltero,master,71349,si,no,2019-06-05,vigo,norte,42.042,-2.045,recurrente,7,50.53,90.95,8
944,2d0526ad-0288-4990-af7b-320151992877,P0067,2022-11-13,3,11.52,0.0,34.56,tarjeta de credito,si,3.0,no,tienda fisica,2022,deporte,Raqueta Vantia Basic,vantia,25.61,36.45,8.06,norte logistica,11,2021-07-20,4.07,18.0,soltero,bachillerato,63463,no,no,2018-12-10,zaragoza,centro,43.49,-2.936,nuevo,6,11.52,34.56,11
945,55a231da-4c8c-473c-953e-281caa148a13,P0003,2022-11-09,1,98.58,0.1,88.72,paypal,no,4.0,no,app movil,2022,electronica,Auriculares Nova Max,nova,49.49,98.89,8.54,global supply sl,317,2023-06-16,4.18,53.0,divorciado,basico,17704,si,si,2022-03-19,malaga,sur,41.22,2.103,nuevo,12,98.58,88.72,11
946,9ce790ab-c597-4cb5-b2cd-34bfa36b0aee,P0042,2022-02-12,2,89.11,0.1,160.4,paypal,si,4.0,no,web,2022,ropa,Pantalon Norte&Co Max,norte&co,9.93,13.24,2.95,distribuidora iberia,297,2021-03-12,4.24,35.0,casado,bachillerato,50373,no,si,2020-12-19,granada,sur,39.357,-7.126,nuevo,8,89.11,160.4,2
947,054ab17e-5d98-4ac0-9724-0abf50fd23d7,P0089,2022-05-31,1,63.88,0.0,63.88,contrareembolso,si,3.0,no,tienda fisica,2022,libros,Poesia Prisma Pro,desconocido,32.84,57.16,0.77,distribuidora iberia,344,2023-01-24,3.62,21.0,casado,grado universitario,47415,no,no,2021-01-31,sevilla,sur,40.784,-6.357,recurrente,5,63.88,63.88,5
948,73665339-51fe-48b4-b5c1-88ee89bef688,P0090,2022-12-25,3,134.89,0.0,404.68,tarjeta de credito,no,4.0,no,web,2022,libros,Poesia Vantia Max,vantia,30.86,40.99,1.29,comercial atlas,21,2021-12-02,4.94,18.0,casado,bachillerato,35267,si,no,2022-05-08,vigo,norte,41.906,-4.753,nuevo,5,134.89,404.68,12
949,f98e46e5-e8d9-450f-9ae8-2d107c5addec,P0072,2022-04-25,1,90.79,0.05,86.25,contrareembolso,si,4.0,no,web,2022,deporte,Casco Norte&Co Max,norte&co,69.57,139.4,1.51,distribuidora iberia,227,2023-12-31,3.57,39.0,soltero,grado universitario,47966,no,no,2020-06-30,bilbao,norte,40.619,3.116,nuevo,4,90.79,86.25,4
950,67b95d02-0ebc-4bd4-a4a5-2363e1726134,P0026,2022-04-22,2,69.88,0.2,111.81,transferencia,no,4.0,no,web,2022,hogar,Sarten Zentra Pro,zentra,31.36,41.33,1.23,global supply sl,471,2022-02-14,3.22,36.0,soltero,bachillerato,51803,no,si,2019-02-10,valencia,este,42.534,-8.624,nuevo,12,69.88,111.81,4
951,d9b033f4-6912-442e-a452-a2ba17a7c40f,P0045,2022-04-08,3,46.23,0.15,117.88,tarjeta de credito,no,5.0,no,marketplace,2022,ropa,Chaqueta Norte&Co Max,norte&co,26.67,38.64,3.97,distribuidora iberia,321,2019-06-16,4.69,28.0,casado,bachillerato,69837,no,no,2019-12-20,bilbao,norte,38.027,-7.433,vip,9,46.23,117.88,4
952,d4fcd3e1-29c0-4c24-9a47-c2240c7a5475,P0047,2022-09-18,4,53.56,0.0,214.24,tarjeta de debito,no,4.0,no,marketplace,2022,ropa,Zapatillas Nova Pro,nova,80.97,119.17,11.8,distribuidora iberia,181,2020-10-22,4.27,40.0,casado,master,39852,si,si,2019-07-13,madrid,centro,36.438,-8.358,recurrente,13,53.56,214.24,9
953,c4b932f2-0941-41de-b1c1-f052613ef5d0,P0073,2022-10-15,1,14.92,0.0,14.92,transferencia,si,4.0,no,web,2022,libros,Novela Lumen Basic,lumen,91.69,157.59,3.13,comercial atlas,263,2019-09-12,4.47,48.0,casado,master,51557,no,no,2020-11-14,vigo,norte,37.271,-1.145,nuevo,10,14.92,14.92,10
954,3b4891aa-5591-47f4-9d7d-6875ebbeef3a,P0016,2022-10-10,2,44.91,0.0,89.83,transferencia,no,4.0,si,web,2022,electronica,Camara Norte&Co Basic,norte&co,54.61,107.04,5.5,distribuidora iberia,167,2021-03-06,2.69,40.0,casado,grado universitario,14658,no,no,2021-10-28,valencia,este,38.603,-3.36,nuevo,12,44.91,89.83,10
955,1d9511c8-a1ce-48f3-a768-6638f1d8768c,P0050,2022-05-06,1,49.34,0.0,49.34,tarjeta de credito,no,5.0,no,app movil,2022,ropa,Vestido Lumen Pro,lumen,44.64,72.23,0.69,comercial atlas,335,2022-05-26,4.72,34.0,casado,grado universitario,43703,si,no,2020-09-02,sevilla,sur,38.661,-8.631,nuevo,7,49.34,49.34,5
956,dc7bc79a-18d0-47d3-875e-ed22955a7ea2,P0077,2022-04-04,1,14.26,0.1,12.83,tarjeta de credito,no,4.0,no,app movil,2022,libros,Comic Norte&Co Pro,norte&co,24.43,52.19,11.13,norte logistica,106,2021-07-04,3.25,45.0,casado,master,25609,si,no,2021-05-18,valencia,este,39.208,-2.752,nuevo,11,14.26,12.83,4
957,cc0b0772-8352-42c6-8ed1-db9dca30c654,P0005,2022-11-25,1,38.27,0.1,34.44,paypal,no,5.0,no,app movil,2022,electronica,Smartphone Zentra Pro,zentra,17.49,26.0,1.69,norte logistica,387,2021-01-30,3.95,22.0,casado,bachillerato,32229,si,no,2020-01-18,madrid,centro,38.381,-4.633,nuevo,13,38.27,34.44,11
958,85e53b8b-b7dc-406b-b0a7-bd5dd857e548,P0036,2022-09-12,2,120.66,0.0,241.31,contrareembolso,no,4.0,no,web,2022,hogar,Estanteria Norte&Co Max,norte&co,14.61,31.58,7.15,norte logistica,409,2019-01-09,4.82,21.0,casado,grado universitario,36026,no,no,2018-05-11,madrid,centro,40.05,-8.439,vip,15,120.66,241.31,9
959,b1e27c9e-c3e8-4d5e-acf1-03fac93a21c2,P0071,2022-04-15,4,86.09,0.05,327.14,tarjeta de debito,no,5.0,no,marketplace,2022,deporte,Casco Lumen Pro,lumen,5.24,9.7,5.45,global supply sl,409,2019-07-03,3.42,69.0,casado,grado universitario,32805,si,si,2020-05-04,madrid,centro,38.403,0.175,vip,7,86.09,327.14,4
960,bfc0d371-cc5a-4564-854a-4a405e006bea,P0046,2022-02-02,1,57.73,0.0,57.73,tarjeta de credito,no,5.0,no,marketplace,2022,ropa,Zapatillas Lumen Basic,lumen,29.69,60.26,7.45,distribuidora iberia,371,2023-04-11,4.45,41.0,casado,grado universitario,30738,si,no,2020-05-06,madrid,centro,37.723,-6.543,recurrente,8,57.73,57.73,2
961,c040546d-ceb5-46a0-9298-1e855c1fb423,P0083,2022-10-09,1,59.24,0.0,59.24,tarjeta de credito,no,4.0,no,tienda fisica,2022,libros,Biografia Kore Pro,kore,9.96,21.61,6.89,comercial atlas,450,2019-12-26,3.52,18.0,casado,grado universitario,44751,si,no,2020-11-10,malaga,sur,43.476,-5.088,nuevo,6,59.24,59.24,10
962,09378098-d7ae-465f-a5dc-476938d99bb5,P0064,2022-09-02,1,59.67,0.0,59.67,paypal,si,5.0,no,web,2022,deporte,Esterilla Zentra Basic,zentra,17.0,36.49,9.93,norte logistica,240,2022-01-03,4.31,18.0,casado,bachillerato,48689,no,no,2022-11-14,bilbao,norte,41.061,-8.909,corporativo,4,59.67,59.67,9
963,d9a6ac08-a59c-48e2-8472-5110052be0f7,P0064,2022-08-07,3,58.9,0.0,176.7,tarjeta de credito,si,5.0,no,tienda fisica,2022,deporte,Esterilla Zentra Basic,zentra,17.0,36.49,9.93,norte logistica,240,2022-01-03,4.31,53.0,soltero,bachillerato,29982,si,no,2020-04-17,granada,sur,43.402,-5.404,nuevo,5,58.9,176.7,8
964,93c9907d-c57f-4342-9056-ffe6d29cad79,P0064,2022-09-21,3,92.88,0.0,278.65,tarjeta de credito,no,5.0,no,web,2022,deporte,Esterilla Zentra Basic,zentra,17.0,36.49,9.93,norte logistica,240,2022-01-03,4.31,41.0,soltero,master,21544,no,si,2018-02-22,valencia,este,41.747,-2.854,vip,7,92.88,278.65,9
965,4be8bf45-8921-4370-8d6e-f5ebc43b162a,P0010,2022-07-20,1,44.78,0.0,44.78,tarjeta de credito,no,5.0,no,web,2022,electronica,Tablet Lumen Basic,lumen,23.59,38.51,8.4,norte logistica,196,2022-04-27,2.89,46.0,soltero,master,37348,no,no,2021-01-15,malaga,sur,43.343,2.878,nuevo,11,44.78,44.78,7
966,9a773dc9-5d75-4c75-b60e-2449f629207d,P0041,2022-07-29,2,40.33,0.1,72.59,contrareembolso,si,4.0,no,app movil,2022,ropa,Pantalon Norte&Co Pro,norte&co,9.76,17.78,10.36,norte logistica,336,2023-10-03,4.72,18.0,soltero,desconocido,39729,si,si,2020-12-19,sevilla,sur,36.858,-2.448,vip,4,40.33,72.59,7
967,8f40d1ab-8ed9-4ce6-a938-6d64aa99cd3e,P0078,2022-04-12,1,48.79,0.0,48.79,tarjeta de credito,no,4.0,no,app movil,2022,libros,Comic Kore Max,kore,30.44,58.25,8.75,norte logistica,60,2019-04-19,3.86,66.0,casado,grado universitario,72150,no,no,2022-04-04,madrid,centro,42.17,-1.346,recurrente,4,48.79,48.79,4
968,e6c74936-8662-4bc7-b180-c9a3ae41f117,P0037,2022-11-15,2,51.02,0.05,96.93,tarjeta de credito,no,5.0,si,app movil,2022,ropa,Camiseta Prisma Basic,prisma,7.07,14.94,3.27,distribuidora iberia,353,2019-11-13,3.19,44.0,soltero,bachillerato,54693,no,si,2020-03-07,murcia,sur,39.796,-6.827,vip,6,51.02,96.93,11
969,a7edfe6d-2190-459c-a9e7-421b63e6b4b1,P0038,2022-03-17,2,32.87,0.2,52.6,tarjeta de credito,no,4.0,no,tienda fisica,2022,ropa,Camiseta Vantia Pro,vantia,22.67,42.57,6.42,distribuidora iberia,368,2023-11-02,3.54,46.0,soltero,basico,58331,no,no,2022-06-18,zaragoza,centro,37.72,-2.775,recurrente,5,32.87,52.6,3
970,147d21d7-94dc-4a81-94fd-f91941ea6230,P0017,2022-07-10,1,66.09,0.05,62.78,tarjeta de credito,no,5.0,no,web,2022,electronica,Camara Lumen Pro,lumen,31.18,43.97,7.87,norte logistica,327,2021-12-20,4.27,30.0,casado,desconocido,38628,si,si,2021-03-01,malaga,sur,41.587,0.018,vip,6,66.09,62.78,7
971,6cab2bf9-b714-42b8-a573-7159f4ace519,P0067,2022-05-21,5,88.45,0.1,398.01,contrareembolso,no,4.0,no,tienda fisica,2022,deporte,Raqueta Vantia Basic,vantia,25.61,36.45,8.06,norte logistica,11,2021-07-20,4.07,31.0,casado,basico,21536,no,no,2021-02-23,vigo,norte,40.628,-0.58,corporativo,10,88.45,398.01,5
972,2d3af572-fd54-47b1-84dd-1227a8cc5eb5,P0061,2022-10-14,2,47.0,0.1,84.59,contrareembolso,si,5.0,no,web,2022,deporte,Bicicleta Kore Basic,kore,28.78,45.4,4.76,norte logistica,63,2023-10-03,2.75,44.0,casado,grado universitario,64593,no,no,2021-12-04,valencia,este,39.261,-4.474,corporativo,9,47.0,84.59,10
973,6aadcfb3-15d9-48a1-b05f-03da87778a19,P0089,2022-07-02,2,138.69,0.05,263.51,tarjeta de credito,no,4.0,no,web,2022,libros,Poesia Prisma Pro,desconocido,32.84,57.16,0.77,distribuidora iberia,344,2023-01-24,3.62,27.0,soltero,bachillerato,51379,no,no,2019-10-28,barcelona,este,40.801,-3.791,recurrente,7,138.69,263.51,7
974,dd1f63d8-c9ae-4e53-84e0-17157ca574a1,P0028,2022-10-11,3,12.0,0.05,34.21,contrareembolso,no,5.0,no,app movil,2022,hogar,Lampara Vantia Basic,vantia,8.2,14.22,9.66,comercial atlas,165,2024-04-13,2.86,68.0,soltero,grado universitario,48794,si,no,2019-01-23,sevilla,sur,36.669,-0.74,corporativo,5,12.0,34.21,10
975,7167f3ba-9781-4fc4-ad7f-0eeadfe27f84,P0019,2022-01-02,2,34.63,0.05,65.79,paypal,no,3.0,no,marketplace,2022,hogar,Aspiradora Vantia Basic,vantia,25.1,37.76,9.59,global supply sl,148,2023-05-22,4.15,42.0,casado,bachillerato,44101,si,no,2018-10-31,murcia,sur,38.19,-6.347,recurrente,10,34.63,65.79,1
976,90d2d16c-336a-40f6-8752-defb1c414fd6,P0088,2022-06-27,1,14.14,0.1,12.72,tarjeta de debito,no,2.0,no,web,2022,libros,Poesia Lumen Basic,lumen,14.28,22.58,11.79,norte logistica,214,2019-12-04,2.82,22.0,desconocido,desconocido,46048,no,no,2022-12-23,madrid,centro,36.859,-3.209,recurrente,9,14.14,12.72,6
977,691a9d45-826c-4f03-90e1-99b2686aa0af,P0031,2022-03-22,1,12.13,0.05,11.53,transferencia,no,3.0,no,web,2022,hogar,Silla Vantia Basic,vantia,41.97,67.5,8.58,comercial atlas,301,2022-07-25,3.28,42.0,divorciado,basico,80852,si,no,2022-05-18,vigo,norte,39.329,-1.371,nuevo,9,12.13,11.53,3
978,e1ee63de-b2d4-4e27-9c65-f1839730a28b,P0054,2022-01-07,1,56.47,0.0,56.47,paypal,no,1.0,no,tienda fisica,2022,ropa,Gorra Lumen Max,lumen,32.42,49.51,2.98,distribuidora iberia,285,2022-09-07,4.01,37.0,casado,desconocido,58528,si,si,2018-05-03,malaga,sur,42.839,2.027,corporativo,3,56.47,56.47,1
979,a301c250-dd01-48d5-a1c3-8e8fdb66465b,P0006,2022-11-06,5,115.94,0.0,579.71,paypal,no,4.0,no,app movil,2022,electronica,Smartphone Zentra Max,zentra,66.22,108.96,5.7,norte logistica,209,2021-07-02,3.23,67.0,casado,grado universitario,47913,si,no,2019-12-19,madrid,centro,36.564,-2.299,corporativo,9,115.94,503.0609000000002,11
980,ca542c3b-f875-42ac-ad4f-67d72c841486,P0016,2022-04-05,2,58.5,0.0,116.99,tarjeta de debito,no,4.0,no,web,2022,electronica,Camara Norte&Co Basic,norte&co,54.61,107.04,5.5,distribuidora iberia,167,2021-03-06,2.69,39.0,casado,grado universitario,22602,no,no,2020-08-01,bilbao,norte,40.947,-7.874,nuevo,7,58.5,116.99,4
981,550d132c-8eb3-42a5-a59b-8bca94b5894e,P0076,2022-01-21,2,49.04,0.1,88.28,tarjeta de debito,no,4.0,no,tienda fisica,2022,libros,Comic Prisma Basic,prisma,39.69,83.49,0.43,norte logistica,127,2021-07-21,4.07,66.0,divorciado,master,31076,no,si,2020-01-08,sevilla,sur,39.979,-7.736,recurrente,4,49.04,88.28,1
982,00882264-054f-4125-9e4f-236e7af94ae6,P0068,2022-12-18,2,83.71,0.05,159.05,tarjeta de credito,no,4.0,no,web,2022,deporte,Raqueta Vantia Pro,vantia,39.61,84.55,6.08,distribuidora iberia,415,2023-09-05,3.36,45.0,casado,master,91730,no,no,2018-05-15,zaragoza,centro,43.227,3.04,nuevo,9,83.71,159.05,12
983,a35908fe-0036-40b0-8ec8-65b54dc14a0b,P0073,2022-07-17,4,90.77,0.0,363.09,paypal,no,3.0,no,app movil,2022,libros,Novela Lumen Basic,lumen,91.69,157.59,3.13,comercial atlas,263,2019-09-12,4.47,40.0,casado,bachillerato,39910,no,no,2019-10-18,vigo,norte,43.2,-2.148,nuevo,11,90.77,363.09,7
984,d8997bd0-5dfb-44e6-8b3c-cecbf60e480f,P0061,2022-01-19,4,126.26,0.05,479.79,paypal,no,5.0,no,web,2022,deporte,Bicicleta Kore Basic,kore,28.78,45.4,4.76,norte logistica,63,2023-10-03,2.75,43.0,casado,basico,36382,no,si,2019-08-28,vigo,norte,37.405,-3.937,nuevo,7,126.26,479.79,1
985,538a3f95-f326-454d-94c9-68310382df54,P0057,2022-02-26,2,66.03,0.0,132.07,tarjeta de debito,no,5.0,no,app movil,2022,deporte,Balon Kore Max,kore,13.36,26.72,9.0,global supply sl,460,2020-12-12,3.49,48.0,soltero,master,36685,no,si,2021-06-12,sevilla,sur,36.774,-3.043,nuevo,8,66.03,132.07,2
986,db37aa06-6839-4176-bb1a-6e58a6ff5217,P0057,2022-01-09,1,138.15,0.15,117.43,paypal,si,4.0,no,web,2022,deporte,Balon Kore Max,kore,13.36,26.72,9.0,global supply sl,460,2020-12-12,3.49,53.0,casado,bachillerato,35805,no,si,2020-12-11,malaga,sur,42.71,-3.463,nuevo,3,138.15,117.43,1
987,e8f1909b-c415-41f7-b09c-d52e13c9ce0c,P0076,2022-03-15,4,7.41,0.05,28.15,tarjeta de debito,no,5.0,no,app movil,2022,libros,Comic Prisma Basic,prisma,39.69,83.49,0.43,norte logistica,127,2021-07-21,4.07,38.0,casado,basico,38423,no,no,2022-12-02,madrid,centro,38.842,-8.549,recurrente,12,7.41,28.15,3
988,26a21ed7-4e87-4ccc-838c-55d9638a1ffb,P0053,2022-11-28,5,77.63,0.0,388.16,tarjeta de credito,no,3.0,no,tienda fisica,2022,ropa,Gorra Nova Pro,nova,36.14,49.45,10.77,norte logistica,352,2019-05-29,3.06,46.0,divorciado,master,35549,no,no,2021-03-17,bilbao,norte,37.276,0.686,vip,6,77.63,388.16,11
989,86abef6d-812e-4de8-891f-32b98320e754,P0020,2022-05-26,2,20.29,0.0,40.58,paypal,si,2.0,no,web,2022,hogar,Aspiradora Vantia Pro,vantia,26.28,56.17,4.57,distribuidora iberia,194,2022-05-18,4.86,54.0,casado,basico,41061,si,no,2022-12-21,malaga,sur,39.185,-0.29,vip,8,20.29,40.58,5
990,7978961a-cab5-41e9-b606-243b7e38af74,P0055,2022-01-18,1,77.75,0.1,69.97,tarjeta de credito,no,4.0,no,app movil,2022,deporte,Balon Vantia Basic,vantia,96.15,211.36,7.53,global supply sl,244,2022-02-22,3.99,49.0,soltero,desconocido,64363,si,no,2019-01-10,malaga,sur,41.672,2.511,recurrente,4,77.75,69.97,1
991,2880e84a-e785-42c8-9ae2-057d2cf922e8,P0017,2022-03-08,2,26.31,0.15,44.73,paypal,no,5.0,no,web,2022,electronica,Camara Lumen Pro,lumen,31.18,43.97,7.87,norte logistica,327,2021-12-20,4.27,47.0,soltero,bachillerato,37202,si,no,2021-06-01,valencia,este,36.496,-0.248,recurrente,9,26.31,44.73,3
992,1a1b8fad-69b7-441b-88e4-6573b0d4c45a,P0086,2022-06-15,2,29.03,0.0,58.06,paypal,no,5.0,no,web,2022,libros,Manual Vantia Pro,vantia,26.68,58.69,9.57,norte logistica,177,2023-03-07,2.97,27.0,divorciado,master,57013,si,si,2022-08-08,madrid,centro,38.243,2.888,recurrente,9,29.03,58.06,6
993,3f6c828d-0f77-4fe3-bd43-511ba6f19b49,P0049,2022-03-15,1,15.13,0.15,12.86,tarjeta de debito,si,5.0,no,app movil,2022,ropa,Vestido Norte&Co Basic,norte&co,34.23,62.87,2.38,norte logistica,488,2021-07-07,3.44,40.0,divorciado,basico,28758,no,no,2022-01-26,bilbao,norte,36.083,-2.773,recurrente,6,15.13,12.86,3
994,62a8e298-52e7-4f04-a3ba-9a6b58dc4550,P0065,2022-02-16,3,61.51,0.05,175.3,tarjeta de debito,no,4.0,no,web,2022,deporte,Esterilla Zentra Pro,zentra,34.32,67.55,0.3,norte logistica,213,2022-09-10,3.31,36.0,casado,grado universitario,32817,si,no,2019-08-06,barcelona,este,36.806,-3.006,corporativo,7,61.51,175.3,2
995,d1f13908-930a-4006-82c8-13342c9c6e13,P0021,2022-12-01,1,59.18,0.05,56.22,tarjeta de credito,no,5.0,no,marketplace,2022,hogar,Aspiradora Norte&Co Max,norte&co,54.7,80.06,9.32,distribuidora iberia,40,2019-11-08,3.85,46.0,casado,master,53121,si,si,2022-04-25,bilbao,norte,41.029,-6.691,recurrente,13,59.18,56.22,12
996,d4b50e36-51a0-47ee-9ebd-97525766eb23,P0078,2022-12-12,4,46.41,0.15,157.8,tarjeta de credito,si,5.0,no,web,2022,libros,Comic Kore Max,kore,30.44,58.25,8.75,norte logistica,60,2019-04-19,3.86,64.0,divorciado,bachillerato,39572,no,no,2018-01-24,bilbao,norte,43.151,-4.485,recurrente,12,46.41,157.8,12
997,70b5fd05-7bee-4eef-b7a5-4459d47f2f00,P0022,2022-08-04,2,38.79,0.05,73.7,contrareembolso,si,5.0,no,web,2022,hogar,Cafetera Norte&Co Basic,norte&co,21.12,35.46,0.92,comercial atlas,399,2020-12-03,4.98,52.0,casado,desconocido,78171,si,no,2021-05-02,vigo,norte,36.478,-2.64,vip,6,38.79,73.7,8
998,72436c85-f245-4c6d-a9b3-e05fe5f28874,P0041,2022-09-19,2,135.0,0.1,243.0,tarjeta de debito,no,2.0,no,web,2022,ropa,Pantalon Norte&Co Pro,norte&co,9.76,17.78,10.36,norte logistica,336,2023-10-03,4.72,54.0,casado,bachillerato,55338,no,no,2021-07-05,malaga,sur,41.019,1.984,recurrente,7,135.0,243.0,9
999,303356b3-fc6b-4da4-9765-1e35559e055d,P0066,2022-05-14,1,46.41,0.15,39.45,tarjeta de debito,no,3.0,no,app movil,2022,deporte,Esterilla Vantia Max,vantia,10.97,22.49,10.34,comercial atlas,153,2019-02-24,4.95,22.0,casado,master,88843,no,si,2019-10-28,valencia,este,41.711,-3.767,recurrente,17,46.41,39.45,5
1000,44d65de3-c050-48c4-9401-fed4dc918fad,P0007,2022-11-07,4,42.18,0.0,168.73,tarjeta de credito,no,5.0,no,app movil,2022,electronica,Portatil Kore Basic,kore,52.09,83.96,1.32,norte logistica,85,2020-07-20,4.39,61.0,casado,bachillerato,58636,si,si,2022-10-14,sevilla,sur,43.2,-5.158,recurrente,9,42.18,168.73,11
1001,bb83193d-c287-4a9a-b004-9e5b32272d09,P0021,2022-04-23,2,45.99,0.0,91.98,contrareembolso,no,5.0,no,web,2022,hogar,Aspiradora Norte&Co Max,norte&co,54.7,80.06,9.32,distribuidora iberia,40,2019-11-08,3.85,22.0,soltero,grado universitario,71717,no,no,2021-05-17,madrid,centro,39.444,-0.821,recurrente,8,45.99,91.98,4
1002,63247308-cefa-4c0b-8e68-0837d1951995,P0011,2022-10-06,1,42.11,0.05,40.01,tarjeta de credito,no,4.0,no,app movil,2022,electronica,Tablet Prisma Pro,prisma,31.55,62.45,1.65,global supply sl,219,2020-05-17,5.0,31.0,divorciado,grado universitario,19042,no,no,2021-05-25,granada,sur,39.681,-2.713,recurrente,10,42.11,40.01,10
1003,70dd5d87-5036-4072-82ce-54718d004fd1,P0001,2022-01-05,2,27.79,0.1,50.03,tarjeta de credito,no,2.0,no,marketplace,2022,electronica,Auriculares Urbanix Basic,urbanix,26.73,45.7,9.6,global supply sl,383,2020-05-31,3.6,35.0,soltero,bachillerato,65424,no,no,2022-07-27,vigo,norte,41.516,-5.553,recurrente,3,27.79,50.03,1
1004,32d38993-5e3b-4d68-9aae-68b06d02a237,P0040,2022-01-01,3,69.85,0.1,188.6,contrareembolso,si,4.0,no,web,2022,ropa,Pantalon Prisma Basic,prisma,18.35,39.46,1.89,distribuidora iberia,5,2019-05-12,4.36,23.0,soltero,grado universitario,50583,no,no,2018-12-29,murcia,sur,42.744,1.631,vip,9,69.85,188.6,1
1005,c11f579a-6506-4ac4-90ab-59a115a8ad7c,P0078,2022-01-04,1,61.53,0.0,61.53,tarjeta de debito,si,4.0,no,web,2022,libros,Comic Kore Max,kore,30.44,58.25,8.75,norte logistica,60,2019-04-19,3.86,22.0,casado,grado universitario,47946,si,si,2021-11-16,vigo,norte,42.86,2.963,nuevo,13,61.53,61.53,1
1006,62b17bd9-8297-4fe3-8fb3-40f1ad144dbe,P0042,2022-02-19,2,47.68,0.0,95.35,tarjeta de credito,no,4.0,no,web,2022,ropa,Pantalon Norte&Co Max,norte&co,9.93,13.24,2.95,distribuidora iberia,297,2021-03-12,4.24,33.0,casado,bachillerato,30100,no,no,2020-01-05,madrid,centro,40.087,2.507,nuevo,6,47.68,95.35,2
1007,c04a9e5c-d4c9-4b77-9c5a-da448fbf3e55,P0088,2022-03-31,3,120.07,0.0,360.21,tarjeta de credito,no,4.0,no,web,2022,libros,Poesia Lumen Basic,lumen,14.28,22.58,11.79,norte logistica,214,2019-12-04,2.82,52.0,casado,bachillerato,43137,si,si,2018-02-18,barcelona,este,36.023,-5.516,nuevo,9,120.07,360.21,3
